ID	G45057	G45068	G45071	G45075	G45092	G45099	G45108	G45117	G45123	G45226	G45227	G45250
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	0.24926	2.48791	17.80931	0.89001	2.85973	2.52306	1.6122	0.18823	1.03662	3.55302	0.84319	6.05514
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.27799	0.08471	0.68658	0.50337	0.40138	0.86915	0.22884	0.62034	3.57089	0.73102	0.65341	0.06112
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.27799	0.08471	0.68658	0.50337	0.40138	0.86915	0.22884	0.62034	3.57089	0.73102	0.65341	0.06112
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.27799	0.08471	0.68658	0.50337	0.40138	0.86915	0.22884	0.62034	3.57089	0.73102	0.65341	0.06112
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0.08645	0.02563	0.11456	0	0.20876	0.72905	0.04435	0.14596	0.61322	0.38489	0.49311	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	0.08645	0.02563	0.11456	0	0.20876	0.72905	0.04435	0.14596	0.61322	0.38489	0.49311	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0.19154	0.01779	0.308	0.50337	0.11312	0.1401	0.09845	0.3639	2.65465	0.16367	0.05876	0.02871
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum	0.09598	0	0	0	0	0.02475	0	0	0	0.03234	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum|t__GCF_000371425	0.09598	0	0	0	0	0.02475	0	0	0	0.03234	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	0	0	0.03834	0	0.11312	0.06051	0.01718	0.34649	0	0.10807	0.001	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485	0	0	0.03834	0	0.11312	0.06051	0.01718	0.34649	0	0.10807	0.001	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3	0	0	0.0204	0	0	0.00774	0	0.01741	0	0	0.02792	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3|t__GCF_000242195	0	0	0.0204	0	0	0.00774	0	0.01741	0	0	0.02792	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	0.09556	0.0094	0.00236	0	0	0.03686	0.00908	0	0	0.02326	0.00539	0.0037
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A|t__GCF_000225685	0.09556	0.0094	0.00236	0	0	0.03686	0.00908	0	0	0.02326	0.00539	0.0037
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0.07242	0	0	0.00473	0	0	0	0	0	0.01908
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53|t__GCF_000165065	0	0	0.07242	0	0	0.00473	0	0	0	0	0	0.01908
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA	0	0	0	0	0	0	0	0	0.00549	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA|t__GCF_000163515	0	0	0	0	0	0	0	0	0.00549	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45	0	0.00839	0.17448	0	0	0.00551	0	0	0	0	0.02445	0.00592
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45|t__GCF_000242175	0	0.00839	0.17448	0	0	0.00551	0	0	0	0	0.02445	0.00592
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	0	0	0.50337	0	0	0	0	2.64916	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme|t__GCF_000156655	0	0	0	0.50337	0	0	0	0	2.64916	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides	0	0	0	0	0	0	0.07219	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides|t__GCF_000469305	0	0	0	0	0	0	0.07219	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0	0.04129	0.26402	0	0.0795	0	0.08604	0.11048	0.30302	0.18246	0.10153	0.01942
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0	0.03704	0.26402	0	0.0795	0	0.08604	0.11048	0.30302	0	0.04909	0.00418
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__GCF_000157995	0	0.03704	0.26402	0	0.0795	0	0.08604	0.11048	0.30302	0	0.04909	0.00418
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified	0	0.00425	0	0	0	0	0	0	0	0.18246	0.05245	0.01524
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0	0	0	0	0	0	0	0	0	0	0	0.013
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0.013
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__GCF_000186945	0	0	0	0	0	0	0	0	0	0	0	0.013
k__Bacteria|p__Firmicutes|c__Negativicutes	1.71876	2.63198	3.44201	0.89507	0.01012	3.12553	0.02524	0.37219	0.94836	1.9515	0.67769	1.65919
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.71876	2.63198	3.44201	0.89507	0.01012	3.12553	0.02524	0.37219	0.94836	1.9515	0.67769	1.65919
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	1.71876	2.63198	3.44201	0.89507	0.01012	3.12553	0.02524	0.37219	0.94836	1.9515	0.67769	1.65919
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0	2.61166	3.25317	0	0	2.95902	0	0	0	1.81726	0.12538	1.51068
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	2.61166	3.25317	0	0	2.95902	0	0	0	1.81726	0.12538	1.51068
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055	0	2.61166	3.25317	0	0	2.95902	0	0	0	1.81726	0.12538	1.51068
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0.06388
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0.02468
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale|t__GCF_000209975	0	0	0	0	0	0	0	0	0	0	0	0.02468
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.0392
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0	0	0	0	0	0	0.01371	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0	0	0	0	0	0	0.01371	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	1.71876	0.02032	0.18884	0.89507	0.01012	0.16651	0.01153	0.37219	0.94836	0.13423	0.55231	0.08463
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.1381	0	0.06932	0.07218	0	0.00415	0	0.00051	0.22959	0.01612	0.52426	0.02057
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified	0.1381	0	0.06932	0.07218	0	0.00415	0	0.00051	0.22959	0.01612	0.52426	0.02057
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0263	0	0.00137	0.04622	0	0	0	0.00419	0.01455	0	0.004	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__GCF_000160015	0.0263	0	0.00137	0.04622	0	0	0	0.00419	0.01455	0	0.004	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.42465	0.02032	0.09017	0.20756	0	0.09042	0	0.24832	0.33074	0.03694	0.02405	0.02953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0.42465	0.02032	0.09017	0.20756	0	0.09042	0	0.24832	0.33074	0.03694	0.02405	0.02953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	1.12971	0	0.02797	0.56911	0.01012	0.07193	0.01153	0.11917	0.37348	0.08117	0	0.03453
k__Bacteria|p__Proteobacteria	0.62242	1.98311	0.38639	1.20835	0.19473	0.16367	6.72508	11.49157	8.42861	0.38678	2.63135	0.23177
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.52991	0.41415	0	0.54189	0.11252	0.06683	5.11489	0	1.21723	0.09685	0.2592	0.07334
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.52991	0.41415	0	0.54189	0.11252	0.06683	5.11489	0	1.21723	0.09685	0.2592	0.07334
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.32511	0.20893	0	0.01666	0.06115	0.03888	0	0	0.20851	0	0.13704	0.05963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0.32511	0.20893	0	0.01666	0.06115	0.03888	0	0	0.20851	0	0.13704	0.05963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0.32511	0.20893	0	0.01666	0.06115	0.03888	0	0	0.20851	0	0.13704	0.05963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	0.32511	0.20893	0	0.01666	0.06115	0.03888	0	0	0.20851	0	0.13704	0.05963
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.2048	0.20522	0	0.52523	0.05137	0.02796	5.11489	0	1.00872	0.09685	0.12215	0.01371
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.2048	0.20522	0	0.01047	0.05137	0.02796	0	0	1.00872	0	0.12215	0.01371
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.2048	0.20522	0	0.01047	0.05137	0.02796	0	0	1.00872	0	0.12215	0.01371
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	0.2048	0.20522	0	0.01047	0.05137	0.02796	0	0	1.00872	0	0.12215	0.01371
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0	0	0	0	0	0	5.11489	0	0	0.09685	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	0	0	0	0.51476	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0	0	0	0	0	5.11489	0	0	0.09685	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__GCF_000411515	0	0	0	0	0	0	5.04885	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified	0	0	0	0	0	0	0.06604	0	0	0.09685	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0	0.90401	0	0.5628	0.08221	0	1.61019	0	0.59447	0.00525	0	0.09784
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0	0.90401	0	0.5628	0.08221	0	1.61019	0	0.59447	0.00525	0	0.09784
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0	0.90401	0	0.5628	0.08221	0	1.61019	0	0.59447	0.00525	0	0.09784
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0	0.80028	0	0.5628	0.08221	0	1.61019	0	0.59447	0.00525	0	0.09784
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified	0	0.69271	0	0.55865	0.08221	0	1.52065	0	0.48534	0.00525	0	0.09228
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0	0.10757	0	0.00415	0	0	0.08954	0	0.10913	0	0	0.00557
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__GCF_000185705	0	0.10757	0	0.00415	0	0	0.08954	0	0.10913	0	0	0.00557
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0	0.10372	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0	0.10372	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__Desulfovibrio_desulfuricans_unclassified	0	0.10372	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0	0	0.03342	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0	0	0.03342	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0	0	0.03342	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0	0	0.03342	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_upsaliensis	0	0	0.03342	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_upsaliensis|t__Campylobacter_upsaliensis_unclassified	0	0	0.03342	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.09251	0.66495	0.35297	0.10366	0	0.09684	0	11.49157	6.61691	0.28468	2.37215	0.06059
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.02748	0.65231	0.05356	0.0538	0	0.09684	0	11.4328	2.2534	0.00712	2.28673	0.00484
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.02748	0.65231	0.05356	0.0538	0	0.09684	0	11.4328	2.2534	0.00712	2.28673	0.00484
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	0	0	0	0.0381	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0	0	0.00413	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__Citrobacter_freundii_unclassified	0	0	0	0.00413	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified	0	0	0	0.03398	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0.02748	0.65231	0.05356	0.0157	0	0.09684	0	11.4328	2.2534	0.00712	2.18265	0.00484
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0	0.6122	0.03672	0	0	0.0756	0	9.89619	2.17879	0	2.00833	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified	0	0.6122	0.03672	0	0	0.0756	0	9.89619	2.17879	0	2.00833	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0.02748	0.04011	0.01685	0.0157	0	0.02123	0	1.5366	0.07461	0.00712	0.17432	0.00484
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	0	0	0	0	0	0	0	0	0	0	0.03019	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified	0	0	0	0	0	0	0	0	0	0	0.03019	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	0	0	0	0	0	0	0	0	0	0	0.0739	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0.0739	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica|t__GCF_000367425	0	0	0	0	0	0	0	0	0	0	0.0739	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.06503	0.01264	0.2994	0.04986	0	0	0	0.05878	4.36351	0.27756	0.08542	0.05575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.06503	0.01264	0.2994	0.04986	0	0	0	0.05878	4.36351	0.27756	0.08542	0.05575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	0	0	0	0	0	0	0	0	0.03765	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified	0	0	0	0	0	0	0	0	0.03765	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.06503	0.01264	0.2994	0.04986	0	0	0	0.05878	4.32586	0.27756	0.08542	0.05575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0.06503	0.01264	0.2994	0.04986	0	0	0	0.05878	4.28453	0.27179	0.08542	0.05575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified	0.06503	0.01264	0.2994	0.04986	0	0	0	0.05878	4.28453	0.27179	0.08542	0.05575
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0.04133	0.00577	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum|t__Haemophilus_sputorum_unclassified	0	0	0	0	0	0	0	0	0.04133	0.00577	0	0
k__Bacteria|p__Verrucomicrobia	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225	0	1.2359	0.01973	0.54936	0	9.00959	0.08016	0	0	0	0	0.1801
k__Viruses	0.01034	0.01755	0	5.26921	0	0	0	0.01595	2.08521	0	0	0.63714
k__Viruses|p__Viruses_noname	0.01034	0.01755	0	5.26921	0	0	0	0.01595	2.08521	0	0	0.63714
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.01034	0.01755	0	5.26921	0	0	0	0.01595	2.08521	0	0	0.63714
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0	0.01755	0	5.26921	0	0	0	0	2.08521	0	0	0.63714
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	0	0.01755	0	5.26921	0	0	0	0	2.08521	0	0	0.63714
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	0	0.01755	0	0.52957	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__C2likevirus_unclassified	0	0.01755	0	0.52957	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	0	0	0	4.73964	0	0	0	0	2.08521	0	0	0.63714
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_BM13	0	0	0	0	0	0	0	0	0	0	0	0.1225
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_BM13|t__PRJNA213076	0	0	0	0	0	0	0	0	0	0	0	0.1225
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_jm2	0	0	0	2.24071	0	0	0	0	0	0	0	0
